Dictionary,Ruleset,K
all_dict/kb_rus_noun_fem,../../rules/cap/day_Word.rule,7.907938236285396e-12
all_dict/kb_rus_noun_fem,../../rules/cap/day_Word_dd.rule,2.372381470885619e-13
all_dict/kb_rus_noun_fem,../../rules/cap/day_Word_sc.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/day_Word_year.rule,4.7693790919230995e-14
all_dict/kb_rus_noun_fem,../../rules/cap/dd_Word.rule,2.451460853248473e-12
all_dict/kb_rus_noun_fem,../../rules/cap/ddd_Word.rule,1.4708765119490839e-12
all_dict/kb_rus_noun_fem,../../rules/cap/dddd_Word.rule,3.6771912798727097e-13
all_dict/kb_rus_noun_fem,../../rules/cap/sc_dd_Word.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/sc_dddd_Word.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/sc_Word_d.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/sc_Word_dd_mon_sc.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/sc_Word_dd_sc.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/sc_Word_mon_day_sc.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/sc_Word_year.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/sc_Word_year_sc.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/sc_year_Word.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/Word_2sc_dd.rule,3.5020869332121043e-13
all_dict/kb_rus_noun_fem,../../rules/cap/Word_day_dd_mon.rule,2.357230561550492e-14
all_dict/kb_rus_noun_fem,../../rules/cap/Word_day_mon.rule,4.585466344205777e-11
all_dict/kb_rus_noun_fem,../../rules/cap/Word_day_mon_dd.rule,1.3423835577967765e-13
all_dict/kb_rus_noun_fem,../../rules/cap/Word_day_mon_sc.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/Word_day_mon_year.rule,2.6359794120951322e-14
all_dict/kb_rus_noun_fem,../../rules/cap/Word_dd.rule,4.044910407859981e-10
all_dict/kb_rus_noun_fem,../../rules/cap/Word_dd_2sc.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/Word_dd_age.rule,1.3144562215809506e-12
all_dict/kb_rus_noun_fem,../../rules/cap/Word_dd_age_sc.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/Word_dd_sc.rule,7.004173866424209e-13
all_dict/kb_rus_noun_fem,../../rules/cap/Word_ddd.rule,2.1572855508586565e-11
all_dict/kb_rus_noun_fem,../../rules/cap/Word_ddd_sc.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/Word_dddd.rule,5.1480677918217936e-12
all_dict/kb_rus_noun_fem,../../rules/cap/Word_mon_dd.rule,5.0914956182852905e-12
all_dict/kb_rus_noun_fem,../../rules/cap/Word_mon_dd_sc.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/Word_pd.rule,2.2712063787449088e-10
all_dict/kb_rus_noun_fem,../../rules/cap/Word_sc_dd.rule,4.085768088747455e-13
all_dict/kb_rus_noun_fem,../../rules/cap/Word_sc_year.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/Word_year.rule,2.168599985565957e-10
all_dict/kb_rus_noun_fem,../../rules/cap/Word_year_mon.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/Word_year_sc.rule,0.0
all_dict/kb_rus_noun_fem,../../rules/cap/year_sc_Word.rule,3.7714782357668815e-13
all_dict/kb_rus_noun_fem,../../rules/cap/year_Word.rule,1.5085912943067526e-11
all_dict/kb_rus_noun_fem,../../rules/cap/year_Word_sc.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/1-0_sc_Word.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/1-0_Word.rule,5.364671642115287e-11
all_dict/kb_rus_noun_it,../../rules/cap/d_sc_Word.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/d_Word.rule,5.364671642115287e-11
all_dict/kb_rus_noun_it,../../rules/cap/day_cc_Word.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/day_dd_Word.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/day_mon_dd_Word.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/day_Word.rule,1.730539239392028e-11
all_dict/kb_rus_noun_it,../../rules/cap/day_Word_dd.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/day_Word_sc.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/day_Word_year.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/dd_Word.rule,5.364671642115287e-12
all_dict/kb_rus_noun_it,../../rules/cap/ddd_Word.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/dddd_Word.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/sc_dd_Word.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/sc_dddd_Word.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/sc_Word_d.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/sc_Word_dd_mon_sc.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/sc_Word_dd_sc.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/sc_Word_mon_day_sc.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/sc_Word_year.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/sc_Word_year_sc.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/sc_year_Word.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_2sc_dd.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_day_dd_mon.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_day_mon.rule,9.005444003550842e-12
all_dict/kb_rus_noun_it,../../rules/cap/Word_day_mon_dd.rule,2.937614523116464e-14
all_dict/kb_rus_noun_it,../../rules/cap/Word_day_mon_sc.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_day_mon_year.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_dd.rule,6.437605970538344e-11
all_dict/kb_rus_noun_it,../../rules/cap/Word_dd_2sc.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_dd_age.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_dd_age_sc.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_dd_sc.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_ddd.rule,6.974073134749874e-12
all_dict/kb_rus_noun_it,../../rules/cap/Word_ddd_sc.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_dddd.rule,8.047007463172931e-13
all_dict/kb_rus_noun_it,../../rules/cap/Word_mon_dd.rule,8.253340987869672e-13
all_dict/kb_rus_noun_it,../../rules/cap/Word_mon_dd_sc.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_pd.rule,2.3667669009332148e-11
all_dict/kb_rus_noun_it,../../rules/cap/Word_sc_dd.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_sc_year.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_year.rule,4.53933754332832e-11
all_dict/kb_rus_noun_it,../../rules/cap/Word_year_mon.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/Word_year_sc.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/year_sc_Word.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/year_Word.rule,0.0
all_dict/kb_rus_noun_it,../../rules/cap/year_Word_sc.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/1-0_sc_Word.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/1-0_Word.rule,1.821741622209013e-10
all_dict/kb_rus_noun_male,../../rules/cap/d_sc_Word.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/d_Word.rule,6.8315310832838e-11
all_dict/kb_rus_noun_male,../../rules/cap/day_cc_Word.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/day_dd_Word.rule,2.2037197042850966e-13
all_dict/kb_rus_noun_male,../../rules/cap/day_mon_dd_Word.rule,5.611267454235954e-14
all_dict/kb_rus_noun_male,../../rules/cap/day_Word.rule,7.345732347616989e-12
all_dict/kb_rus_noun_male,../../rules/cap/day_Word_dd.rule,2.2037197042850966e-13
all_dict/kb_rus_noun_male,../../rules/cap/day_Word_sc.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/day_Word_year.rule,8.860611002962127e-14
all_dict/kb_rus_noun_male,../../rules/cap/dd_Word.rule,6.831531083283799e-12
all_dict/kb_rus_noun_male,../../rules/cap/ddd_Word.rule,9.108708111045065e-13
all_dict/kb_rus_noun_male,../../rules/cap/dddd_Word.rule,1.1385885138806332e-13
all_dict/kb_rus_noun_male,../../rules/cap/sc_dd_Word.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/sc_dddd_Word.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/sc_Word_d.rule,5.692942569403166e-12
all_dict/kb_rus_noun_male,../../rules/cap/sc_Word_dd_mon_sc.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/sc_Word_dd_sc.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/sc_Word_mon_day_sc.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/sc_Word_year.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/sc_Word_year_sc.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/sc_year_Word.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/Word_2sc_dd.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/Word_day_dd_mon.rule,3.284468897465708e-14
all_dict/kb_rus_noun_male,../../rules/cap/Word_day_mon.rule,3.604165079909918e-11
all_dict/kb_rus_noun_male,../../rules/cap/Word_day_mon_dd.rule,1.0599060746890135e-13
all_dict/kb_rus_noun_male,../../rules/cap/Word_day_mon_sc.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/Word_day_mon_year.rule,7.345732347616989e-14
all_dict/kb_rus_noun_male,../../rules/cap/Word_dd.rule,3.142504298310548e-10
all_dict/kb_rus_noun_male,../../rules/cap/Word_dd_2sc.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/Word_dd_age.rule,6.105032246008757e-13
all_dict/kb_rus_noun_male,../../rules/cap/Word_dd_age_sc.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/Word_dd_sc.rule,6.506220079317904e-13
all_dict/kb_rus_noun_male,../../rules/cap/Word_ddd.rule,2.2316334872060412e-11
all_dict/kb_rus_noun_male,../../rules/cap/Word_ddd_sc.rule,3.253110039658952e-14
all_dict/kb_rus_noun_male,../../rules/cap/Word_dddd.rule,4.349408123024019e-12
all_dict/kb_rus_noun_male,../../rules/cap/Word_mon_dd.rule,3.328181809804928e-12
all_dict/kb_rus_noun_male,../../rules/cap/Word_mon_dd_sc.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/Word_pd.rule,1.7413706682880274e-10
all_dict/kb_rus_noun_male,../../rules/cap/Word_sc_dd.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/Word_sc_year.rule,4.744118807835971e-13
all_dict/kb_rus_noun_male,../../rules/cap/Word_year.rule,1.961875593148168e-10
all_dict/kb_rus_noun_male,../../rules/cap/Word_year_mon.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/Word_year_sc.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/year_sc_Word.rule,0.0
all_dict/kb_rus_noun_male,../../rules/cap/year_Word.rule,1.7516746367394357e-12
all_dict/kb_rus_noun_male,../../rules/cap/year_Word_sc.rule,4.379186591848589e-13
all_dict/kb_rus_noun_mul,../../rules/cap/1-0_sc_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/1-0_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/d_sc_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/d_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/day_cc_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/day_dd_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/day_mon_dd_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/day_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/day_Word_dd.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/day_Word_sc.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/day_Word_year.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/dd_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/ddd_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/dddd_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/sc_dd_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/sc_dddd_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/sc_Word_d.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/sc_Word_dd_mon_sc.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/sc_Word_dd_sc.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/sc_Word_mon_day_sc.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/sc_Word_year.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/sc_Word_year_sc.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/sc_year_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/Word_2sc_dd.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/Word_day_dd_mon.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/Word_day_mon.rule,2.201861062667051e-12
all_dict/kb_rus_noun_mul,../../rules/cap/Word_day_mon_dd.rule,5.586439742100539e-15
all_dict/kb_rus_noun_mul,../../rules/cap/Word_day_mon_sc.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/Word_day_mon_year.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/Word_dd.rule,1.5302934385536006e-11
all_dict/kb_rus_noun_mul,../../rules/cap/Word_dd_2sc.rule,1.4574223224320006e-13
all_dict/kb_rus_noun_mul,../../rules/cap/Word_dd_age.rule,1.823405944061484e-13
all_dict/kb_rus_noun_mul,../../rules/cap/Word_dd_age_sc.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/Word_dd_sc.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/Word_ddd.rule,7.141369379916803e-13
all_dict/kb_rus_noun_mul,../../rules/cap/Word_ddd_sc.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/Word_dddd.rule,3.0605868771072013e-13
all_dict/kb_rus_noun_mul,../../rules/cap/Word_mon_dd.rule,1.5695317318498466e-13
all_dict/kb_rus_noun_mul,../../rules/cap/Word_mon_dd_sc.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/Word_pd.rule,7.501438424282355e-12
all_dict/kb_rus_noun_mul,../../rules/cap/Word_sc_dd.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/Word_sc_year.rule,2.1254075535466673e-13
all_dict/kb_rus_noun_mul,../../rules/cap/Word_year.rule,1.4910551452573543e-11
all_dict/kb_rus_noun_mul,../../rules/cap/Word_year_mon.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/Word_year_sc.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/year_sc_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/year_Word.rule,0.0
all_dict/kb_rus_noun_mul,../../rules/cap/year_Word_sc.rule,0.0
all_dict/months_all.dic,../../rules/cap/1-0_sc_Word.rule,0.0
all_dict/months_all.dic,../../rules/cap/1-0_Word.rule,7.149812378198477e-09
all_dict/months_all.dic,../../rules/cap/d_sc_Word.rule,0.0
all_dict/months_all.dic,../../rules/cap/d_Word.rule,2.1449437134595434e-08
all_dict/months_all.dic,../../rules/cap/day_cc_Word.rule,0.0
all_dict/months_all.dic,../../rules/cap/day_dd_Word.rule,6.919173269224332e-11
all_dict/months_all.dic,../../rules/cap/day_mon_dd_Word.rule,3.915131079946598e-12
all_dict/months_all.dic,../../rules/cap/day_Word.rule,3.228947525638022e-08
all_dict/months_all.dic,../../rules/cap/day_Word_dd.rule,9.225564358965778e-11
all_dict/months_all.dic,../../rules/cap/day_Word_sc.rule,4.612782179482889e-10
all_dict/months_all.dic,../../rules/cap/day_Word_year.rule,2.642926754586986e-10
all_dict/months_all.dic,../../rules/cap/dd_Word.rule,1.0009737329477869e-08
all_dict/months_all.dic,../../rules/cap/ddd_Word.rule,0.0
all_dict/months_all.dic,../../rules/cap/dddd_Word.rule,2.1449437134595432e-11
all_dict/months_all.dic,../../rules/cap/sc_dd_Word.rule,0.0
all_dict/months_all.dic,../../rules/cap/sc_dddd_Word.rule,0.0
all_dict/months_all.dic,../../rules/cap/sc_Word_d.rule,0.0
all_dict/months_all.dic,../../rules/cap/sc_Word_dd_mon_sc.rule,0.0
all_dict/months_all.dic,../../rules/cap/sc_Word_dd_sc.rule,0.0
all_dict/months_all.dic,../../rules/cap/sc_Word_mon_day_sc.rule,0.0
all_dict/months_all.dic,../../rules/cap/sc_Word_year.rule,0.0
all_dict/months_all.dic,../../rules/cap/sc_Word_year_sc.rule,0.0
all_dict/months_all.dic,../../rules/cap/sc_year_Word.rule,0.0
all_dict/months_all.dic,../../rules/cap/Word_2sc_dd.rule,0.0
all_dict/months_all.dic,../../rules/cap/Word_day_dd_mon.rule,1.7187462146201778e-12
all_dict/months_all.dic,../../rules/cap/Word_day_mon.rule,1.2002083128870345e-09
all_dict/months_all.dic,../../rules/cap/Word_day_mon_dd.rule,3.915131079946598e-12
all_dict/months_all.dic,../../rules/cap/Word_day_mon_sc.rule,0.0
all_dict/months_all.dic,../../rules/cap/Word_day_mon_year.rule,7.687970299138148e-12
all_dict/months_all.dic,../../rules/cap/Word_dd.rule,1.0724718567297717e-08
all_dict/months_all.dic,../../rules/cap/Word_dd_2sc.rule,0.0
all_dict/months_all.dic,../../rules/cap/Word_dd_age.rule,6.389465932259587e-11
all_dict/months_all.dic,../../rules/cap/Word_dd_age_sc.rule,0.0
all_dict/months_all.dic,../../rules/cap/Word_dd_sc.rule,1.0214017683140683e-10
all_dict/months_all.dic,../../rules/cap/Word_ddd.rule,2.859924951279391e-10
all_dict/months_all.dic,../../rules/cap/Word_ddd_sc.rule,0.0
all_dict/months_all.dic,../../rules/cap/Word_dddd.rule,1.5729587232036652e-10
all_dict/months_all.dic,../../rules/cap/Word_mon_dd.rule,5.4998556755372906e-11
all_dict/months_all.dic,../../rules/cap/Word_mon_dd_sc.rule,0.0
all_dict/months_all.dic,../../rules/cap/Word_pd.rule,3.154328990381681e-09
all_dict/months_all.dic,../../rules/cap/Word_sc_dd.rule,0.0
all_dict/months_all.dic,../../rules/cap/Word_sc_year.rule,0.0
all_dict/months_all.dic,../../rules/cap/Word_year.rule,9.899740215967123e-09
all_dict/months_all.dic,../../rules/cap/Word_year_mon.rule,7.447721227290081e-11
all_dict/months_all.dic,../../rules/cap/Word_year_sc.rule,0.0
all_dict/months_all.dic,../../rules/cap/year_sc_Word.rule,0.0
all_dict/months_all.dic,../../rules/cap/year_Word.rule,5.49985567553729e-10
all_dict/months_all.dic,../../rules/cap/year_Word_sc.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/1-0_sc_Word.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/1-0_Word.rule,8.293782358710234e-09
all_dict/months_all_wo_short.dic,../../rules/cap/d_sc_Word.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/d_Word.rule,2.48813470761307e-08
all_dict/months_all_wo_short.dic,../../rules/cap/day_cc_Word.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/day_dd_Word.rule,8.026240992300227e-11
all_dict/months_all_wo_short.dic,../../rules/cap/day_mon_dd_Word.rule,4.541552052738054e-12
all_dict/months_all_wo_short.dic,../../rules/cap/day_Word.rule,3.7455791297401054e-08
all_dict/months_all_wo_short.dic,../../rules/cap/day_Word_dd.rule,1.0701654656400301e-10
all_dict/months_all_wo_short.dic,../../rules/cap/day_Word_sc.rule,5.350827328200151e-10
all_dict/months_all_wo_short.dic,../../rules/cap/day_Word_year.rule,2.4203645015691345e-10
all_dict/months_all_wo_short.dic,../../rules/cap/dd_Word.rule,1.1611295302194327e-08
all_dict/months_all_wo_short.dic,../../rules/cap/ddd_Word.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/dddd_Word.rule,2.4881347076130703e-11
all_dict/months_all_wo_short.dic,../../rules/cap/sc_dd_Word.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/sc_dddd_Word.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/sc_Word_d.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/sc_Word_dd_mon_sc.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/sc_Word_dd_sc.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/sc_Word_mon_day_sc.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/sc_Word_year.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/sc_Word_year_sc.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/sc_year_Word.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/Word_2sc_dd.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/Word_day_dd_mon.rule,1.993745608959406e-12
all_dict/months_all_wo_short.dic,../../rules/cap/Word_day_mon.rule,1.39224164294896e-09
all_dict/months_all_wo_short.dic,../../rules/cap/Word_day_mon_dd.rule,4.541552052738054e-12
all_dict/months_all_wo_short.dic,../../rules/cap/Word_day_mon_sc.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/Word_day_mon_year.rule,8.918045547000252e-12
all_dict/months_all_wo_short.dic,../../rules/cap/Word_dd.rule,1.2440673538065352e-08
all_dict/months_all_wo_short.dic,../../rules/cap/Word_dd_2sc.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/Word_dd_age.rule,7.41178048142112e-11
all_dict/months_all_wo_short.dic,../../rules/cap/Word_dd_age_sc.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/Word_dd_sc.rule,1.184826051244319e-10
all_dict/months_all_wo_short.dic,../../rules/cap/Word_ddd.rule,3.3175129434840935e-10
all_dict/months_all_wo_short.dic,../../rules/cap/Word_ddd_sc.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/Word_dddd.rule,1.8246321189162518e-10
all_dict/months_all_wo_short.dic,../../rules/cap/Word_mon_dd.rule,6.379832583623256e-11
all_dict/months_all_wo_short.dic,../../rules/cap/Word_mon_dd_sc.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/Word_pd.rule,3.6590216288427504e-09
all_dict/months_all_wo_short.dic,../../rules/cap/Word_sc_dd.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/Word_sc_year.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/Word_year.rule,1.1483698650521863e-08
all_dict/months_all_wo_short.dic,../../rules/cap/Word_year_mon.rule,8.639356623656493e-11
all_dict/months_all_wo_short.dic,../../rules/cap/Word_year_sc.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/year_sc_Word.rule,0.0
all_dict/months_all_wo_short.dic,../../rules/cap/year_Word.rule,6.379832583623256e-10
all_dict/months_all_wo_short.dic,../../rules/cap/year_Word_sc.rule,0.0
all_dict/months_short.dic,../../rules/cap/1-0_sc_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/1-0_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/d_sc_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/d_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/day_cc_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/day_dd_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/day_mon_dd_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/day_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/day_Word_dd.rule,0.0
all_dict/months_short.dic,../../rules/cap/day_Word_sc.rule,0.0
all_dict/months_short.dic,../../rules/cap/day_Word_year.rule,4.400662730125699e-10
all_dict/months_short.dic,../../rules/cap/dd_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/ddd_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/dddd_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/sc_dd_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/sc_dddd_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/sc_Word_d.rule,0.0
all_dict/months_short.dic,../../rules/cap/sc_Word_dd_mon_sc.rule,0.0
all_dict/months_short.dic,../../rules/cap/sc_Word_dd_sc.rule,0.0
all_dict/months_short.dic,../../rules/cap/sc_Word_mon_day_sc.rule,0.0
all_dict/months_short.dic,../../rules/cap/sc_Word_year.rule,0.0
all_dict/months_short.dic,../../rules/cap/sc_Word_year_sc.rule,0.0
all_dict/months_short.dic,../../rules/cap/sc_year_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_2sc_dd.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_day_dd_mon.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_day_mon.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_day_mon_dd.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_day_mon_sc.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_day_mon_year.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_dd.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_dd_2sc.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_dd_age.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_dd_age_sc.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_dd_sc.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_ddd.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_ddd_sc.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_dddd.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_mon_dd.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_mon_dd_sc.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_pd.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_sc_dd.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_sc_year.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_year.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_year_mon.rule,0.0
all_dict/months_short.dic,../../rules/cap/Word_year_sc.rule,0.0
all_dict/months_short.dic,../../rules/cap/year_sc_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/year_Word.rule,0.0
all_dict/months_short.dic,../../rules/cap/year_Word_sc.rule,0.0
all_dict/names.dic,../../rules/cap/1-0_sc_Word.rule,0.0
all_dict/names.dic,../../rules/cap/1-0_Word.rule,2.9716674549209164e-09
all_dict/names.dic,../../rules/cap/d_sc_Word.rule,0.0
all_dict/names.dic,../../rules/cap/d_Word.rule,1.0613098053288987e-10
all_dict/names.dic,../../rules/cap/day_cc_Word.rule,0.0
all_dict/names.dic,../../rules/cap/day_dd_Word.rule,2.927160914697447e-11
all_dict/names.dic,../../rules/cap/day_mon_dd_Word.rule,2.8622006304045703e-12
