Dictionary,Ruleset,K1,K2,Total variants
all_dict/cities.dic,../../rules/rcap/1-0_sc_wORD.rule,0.0000000000000000,0.0000000000000000,5412484
all_dict/cities.dic,../../rules/rcap/1-0_wORD.rule,0.0000000000000000,0.0000000000000000,1230110
all_dict/cities.dic,../../rules/rcap/d_sc_wORD.rule,0.0000000000000000,0.0000000000000000,6150550
all_dict/cities.dic,../../rules/rcap/d_wORD.rule,0.0000000000000000,0.0000000000000000,1230110
all_dict/cities.dic,../../rules/rcap/day_cc_wORD.rule,0.0000000000000000,0.0000000000000000,3813341
all_dict/cities.dic,../../rules/rcap/day_dd_wORD.rule,0.0000000000000000,0.0000000000000000,381334100
all_dict/cities.dic,../../rules/rcap/day_mon_dd_wORD.rule,0.0000000000000000,0.0000000000000000,4492853764
all_dict/cities.dic,../../rules/rcap/day_wORD.rule,0.0000000000000000,0.0000000000000000,3813341
all_dict/cities.dic,../../rules/rcap/day_wORD_dd.rule,0.0000000000000000,0.0000000000000000,381334100
all_dict/cities.dic,../../rules/rcap/day_wORD_sc.rule,0.0000000000000000,0.0000000000000000,19066705
all_dict/cities.dic,../../rules/rcap/day_wORD_year.rule,0.0000000000000000,0.0000000000000000,632276540
all_dict/cities.dic,../../rules/rcap/dd_wORD.rule,0.0000000000000000,0.0000000000000000,12301100
all_dict/cities.dic,../../rules/rcap/ddd_wORD.rule,0.0000000000000000,0.0000000000000000,123011000
all_dict/cities.dic,../../rules/rcap/dddd_wORD.rule,0.0000000000000000,0.0000000000000000,1230110000
all_dict/cities.dic,../../rules/rcap/sc_dd_wORD.rule,0.0000000000000000,0.0000000000000000,61505500
all_dict/cities.dic,../../rules/rcap/sc_dddd_wORD.rule,0.0000000000000000,0.0000000000000000,6150550000
all_dict/cities.dic,../../rules/rcap/sc_wORD_d.rule,0.0000000000000000,0.0000000000000000,4920440
all_dict/cities.dic,../../rules/rcap/sc_wORD_dd_mon_sc.rule,0.0000000000000000,0.0000000000000000,639657200
all_dict/cities.dic,../../rules/rcap/sc_wORD_dd_sc.rule,0.0000000000000000,0.0000000000000000,49204400
all_dict/cities.dic,../../rules/rcap/sc_wORD_mon_day_sc.rule,0.0000000000000000,0.0000000000000000,204690304
all_dict/cities.dic,../../rules/rcap/sc_wORD_year.rule,0.0000000000000000,0.0000000000000000,63965720
all_dict/cities.dic,../../rules/rcap/sc_wORD_year_sc.rule,0.0000000000000000,0.0000000000000000,63965720
all_dict/cities.dic,../../rules/rcap/sc_year_wORD.rule,0.0000000000000000,0.0000000000000000,79957150
all_dict/cities.dic,../../rules/rcap/wORD_2sc_dd.rule,0.0000000000000000,0.0000000000000000,86107700
all_dict/cities.dic,../../rules/rcap/wORD_day_dd_mon.rule,0.0000000000000000,0.0000000000000000,5117134589
all_dict/cities.dic,../../rules/rcap/wORD_day_mon.rule,0.0000000000000000,0.0000000000000000,51295587
all_dict/cities.dic,../../rules/rcap/wORD_day_mon_dd.rule,0.0000000000000000,0.0000000000000000,4492853764
all_dict/cities.dic,../../rules/rcap/wORD_day_mon_sc.rule,0.0000000000000000,0.0000000000000000,307773522
